Employee_Name,EmpID,MarriedID,MaritalStatusID,GenderID,EmpStatusID,DeptID,PerfScoreID,FromDiversityJobFairID, Salary ,Termd,PositionID,Position_,State,Zip,DOB,Sex,MaritalDesc,CitizenDesc,HispanicLatino,RaceDesc,DateofHire,DateofTermination,TermReason,EmploymentStatus,Department,ManagerName,ManagerID,RecruitmentSource,PerformanceScore,EngagementSurvey,EmpSatisfaction,SpecialProjectsCount,LastPerformanceReview_Date,DaysLateLast30,Absences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pelletier,Ermine",10297,1,1,0,5,5,2,0,"60,270",1,20,ProductionTechnicianII,MA,2472,7/18/89,F,Married,USCitizen,No,Asian,7/5/11,9/15/15,unhappy,VoluntarilyTerminated,Production       ,AmyDunn,11,CareerBuilder,NeedsImprovement,2.4,5,0,2/6/15,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Perry,Shakira",10171,0,0,0,5,5,3,0,"45,998",1,19,ProductionTechnicianI,MA,2176,7/20/86,F,Single,USCitizen,No,White,5/16/11,10/25/15,medicalissues,VoluntarilyTerminated,Production       ,AmyDunn,11,LinkedIn,FullyMeets,3.45,4,0,5/13/14,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peters,Lauren",10032,1,1,0,5,5,4,0,"57,954",1,20,ProductionTechnicianII,MA,1886,8/17/86,F,Married,USCitizen,No,White,5/16/11,2/4/13,moremoney,VoluntarilyTerminated,Production       ,KetsiaLiebig,19,Indeed,Exceeds,4.2,5,0,1/10/13,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Peterson,Ebonee",10130,1,1,0,5,5,3,0,"74,669",1,18,ProductionManager,MA,2030,5/9/77,F,Married,USCitizen,No,White,10/25/10,5/18/16,Anotherposition,VoluntarilyTerminated,Production       ,JanetKing,2,Indeed,FullyMeets,4.16,5,0,3/5/15,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Petingill,Shana",10217,1,1,0,1,5,3,0,"74,226",0,20,ProductionTechnicianII,MA,2050,3/10/79,F,Married,EligibleNonCitizen,No,Asian,4/2/12,,N/A-StillEmployed,Active,Production       ,BrannonMiller,12,LinkedIn,FullyMeets,4.3,3,0,1/14/19,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Petrowsky,Thelma",10016,1,1,0,1,3,4,0,"93,554",0,9,DataAnalyst,MA,1886,9/16/84,F,Married,USCitizen,No,BlackorAfricanAmerican,11/10/14,,N/A-StillEmployed,Active,IT/IS,SimonRoup,4,EmployeeReferral,Exceeds,4.6,5,7,1/4/19,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pham,Hong",10050,1,1,1,5,5,3,0,"64,724",1,19,ProductionTechnicianI,MA,2451,3/6/88,M ,Married,USCitizen,No,Asian,7/5/11,11/30/12,moremoney,VoluntarilyTerminated,Production       ,BrannonMiller,12,GoogleSearch,FullyMeets,5,3,0,2/20/12,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pitt,Brad",10164,0,0,1,1,5,3,0,"47,001",0,19,ProductionTechnicianI,MA,2451,11/23/81,M ,Single,USCitizen,No,White,11/5/07,,N/A-StillEmployed,Active,Production       ,DavidStanley,14,GoogleSearch,FullyMeets,3.66,3,0,2/25/19,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Potts,Xana",10124,1,1,0,1,6,3,0,"61,844",0,3,AreaSalesManager,KY,40220,8/29/88,F,Married,USCitizen,No,BlackorAfricanAmerican,1/9/12,,N/A-StillEmployed,Active,Sales,LynnDaneault,21,Website,FullyMeets,4.2,5,0,2/1/19,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Power,Morissa",10187,0,2,0,5,5,3,0,"46,799",1,19,ProductionTechnicianI,MA,1742,10/15/84,F,Divorced,EligibleNonCitizen,No,Asian,5/16/11,6/4/18,Anotherposition,VoluntarilyTerminated,Production       ,KissySullivan,20,GoogleSearch,FullyMeets,3.17,4,0,4/2/18,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Punjabhi,Louis",10225,0,0,1,1,5,3,0,"59,472",0,19,ProductionTechnicianI,MA,2109,6/19/61,M ,Single,USCitizen,No,White,1/6/14,,N/A-StillEmployed,Active,Production       ,KelleySpirea,18,EmployeeReferral,FullyMeets,4.8,3,0,1/7/19,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Purinton,Janine",10262,0,2,0,5,5,3,0,"46,430",1,19,ProductionTechnicianI,MA,2474,9/22/70,F,Divorced,USCitizen,No,White,9/24/12,6/18/13,unhappy,VoluntarilyTerminated,Production       ,KissySullivan,20,Indeed,FullyMeets,4.5,5,0,4/2/13,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Quinn,Sean",10131,1,1,1,5,1,3,1,"83,363",1,23,SoftwareEngineer,MA,2045,11/6/84,M ,Married,EligibleNonCitizen,No,BlackorAfricanAmerican,2/21/11,8/15/15,careerchange,VoluntarilyTerminated,Software Engineering,JanetKing,2,DiversityJobFair,FullyMeets,4.15,4,0,4/19/14,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rachael,Maggie",10239,1,1,0,1,3,3,0,"95,920",0,4,BIDeveloper,MA,2110,5/12/80,F,Married,USCitizen,No,BlackorAfricanAmerican,10/2/16,,N/A-StillEmployed,Active,IT/IS,BrianChampaigne,13,Indeed,FullyMeets,4.4,4,6,2/6/19,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rarrick,Quinn",10152,0,2,1,5,5,3,0,"61,729",1,19,ProductionTechnicianI,MA,2478,12/31/84,M ,Divorced,USCitizen,No,White,9/26/11,4/7/18,moremoney,VoluntarilyTerminated,Production       ,MichaelAlbert,22,Indeed,FullyMeets,3.8,5,0,2/4/18,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ren,Kylo",10140,1,1,1,1,6,3,0,"61,809",0,3,AreaSalesManager,ID,83706,10/12/54,M ,Married,USCitizen,No,White,5/12/14,,N/A-StillEmployed,Active,Sales,JohnSmith,17,CareerBuilder,FullyMeets,3.98,3,0,1/28/19,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rhoads,Thomas",10058,0,2,1,5,5,3,0,"45,115",1,19,ProductionTechnicianI,MA,2176,7/22/82,M ,Divorced,USCitizen,Yes,White,5/16/11,1/15/16,retiring,VoluntarilyTerminated,Production       ,ElijiahGray,16,LinkedIn,FullyMeets,5,4,0,3/30/15,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rivera,Haley",10011,1,1,0,1,5,4,0,"46,738",0,19,ProductionTechnicianI,MA,2171,1/12/73,F,Married,USCitizen,No,Asian,11/28/11,,N/A-StillEmployed,Active,Production       ,WebsterButler,,GoogleSearch,Exceeds,4.36,5,0,2/11/19,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Roberson,May",10230,0,2,0,5,5,3,0,"64,971",1,20,ProductionTechnicianII,MA,1902,9/5/81,F,Divorced,EligibleNonCitizen,No,BlackorAfricanAmerican,9/26/11,10/22/11,returntoschool,VoluntarilyTerminated,Production       ,DavidStanley,14,GoogleSearch,FullyMeets,4.5,4,0,10/22/11,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Robertson,Peter",10224,1,1,1,5,5,3,0,"55,578",1,20,ProductionTechnicianII,MA,2138,7/3/72,M ,Married,USCitizen,No,White,7/5/11,2/8/12,Anotherposition,VoluntarilyTerminated,Production       ,KissySullivan,20,Indeed,FullyMeets,4.2,5,0,1/6/12,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Robinson,Alain",10047,1,1,1,5,5,3,0,"50,428",1,19,ProductionTechnicianI,MA,1420,1/7/74,M ,Married,USCitizen,No,BlackorAfricanAmerican,1/10/11,1/26/16,attendance,VoluntarilyTerminated,Production       ,AmyDunn,11,Indeed,FullyMeets,5,3,0,1/10/15,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Robinson,Cherly",10285,1,1,0,4,5,2,0,"61,422",1,19,ProductionTechnicianI,MA,1460,1/7/85,F,Married,USCitizen,No,White,1/10/11,5/17/16,attendance,TerminatedforCause,Production       ,KetsiaLiebig,19,Indeed,NeedsImprovement,3.6,3,0,4/5/16,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Robinson,Elias",10020,0,4,1,1,5,4,0,"63,353",0,19,ProductionTechnicianI,MA,1730,1/28/85,M ,Widowed,USCitizen,No,White,7/8/13,,N/A-StillEmployed,Active,Production       ,BrannonMiller,12,EmployeeReferral,Exceeds,3.6,5,0,2/11/19,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Roby,Lori",10162,1,1,0,1,3,3,0,"89,883",0,9,DataAnalyst,MA,1886,10/11/81,F,Married,USCitizen,No,White,2/16/15,,N/A-StillEmployed,Active,IT/IS,SimonRoup,4,EmployeeReferral,FullyMeets,3.69,5,6,2/14/19,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Roehrich,Bianca",10149,0,0,0,5,3,3,0,"120,000",1,29,PrincipalDataArchitect,MA,2703,5/27/73,F,Single,USCitizen,Yes,White,1/5/15,11/10/18,Anotherposition,VoluntarilyTerminated,IT/IS,SimonRoup,4,LinkedIn,FullyMeets,3.88,3,7,2/13/18,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Roper,Katie",10086,0,0,0,1,3,3,0,"150,290",0,7,DataArchitect,MA,2056,11/21/72,F,Single,USCitizen,No,BlackorAfricanAmerican,1/7/17,,N/A-StillEmployed,Active,IT/IS,BrianChampaigne,13,Indeed,FullyMeets,4.94,3,5,2/6/19,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rose,Ashley",10054,0,3,0,1,5,3,0,"60,627",0,19,ProductionTechnicianI,MA,1886,12/5/74,F,Separated,USCitizen,No,White,1/6/14,,N/A-StillEmployed,Active,Production       ,DavidStanley,14,Website,FullyMeets,5,4,0,1/31/19,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rossetti,Bruno",10065,0,0,1,5,5,3,0,"53,180",1,19,ProductionTechnicianI,MA,2155,3/18/87,M ,Single,USCitizen,No,White,4/4/11,8/13/18,Anotherposition,VoluntarilyTerminated,Production       ,KissySullivan,20,GoogleSearch,FullyMeets,5,5,0,7/2/18,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Roup,Simon",10198,0,0,1,1,3,3,0,"140,920",0,13,ITManager-DB,MA,2481,4/5/73,M ,Single,USCitizen,No,White,1/20/13,,N/A-StillEmployed,Active,IT/IS,JenniferZamora,5,Indeed,FullyMeets,3.6,5,7,2/18/19,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ruiz,Ricardo",10222,0,2,1,5,3,3,1,"148,999",1,13,ITManager-DB,MA,1915,1/4/64,M ,Divorced,USCitizen,No,BlackorAfricanAmerican,1/9/12,11/4/15,hours,VoluntarilyTerminated,IT/IS,JenniferZamora,5,DiversityJobFair,FullyMeets,4.3,4,6,1/4/15,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saada,Adell",10126,1,1,0,1,4,3,0,"86,214",0,24,SoftwareEngineer,MA,2132,7/24/86,F,Married,USCitizen,No,White,11/5/12,,N/A-StillEmployed,Active,Software Engineering,AlexSweetwater,10,Indeed,FullyMeets,4.2,3,6,2/13/19,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saar-Beckles,Melinda",10295,0,0,0,2,5,2,1,"47,750",0,19,ProductionTechnicianI,MA,1801,6/6/68,F,Single,USCitizen,No,BlackorAfricanAmerican,7/4/16,,N/A-StillEmployed,Active,Production       ,KelleySpirea,18,DiversityJobFair,NeedsImprovement,2.6,4,0,2/18/19,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sadki,Nore",10260,0,0,1,5,5,3,0,"46,428",1,19,ProductionTechnicianI,MA,2148,12/21/74,M ,Single,USCitizen,No,White,1/5/09,7/30/18,relocationoutofarea,VoluntarilyTerminated,Production       ,MichaelAlbert,22,GoogleSearch,FullyMeets,4.6,5,0,2/5/18,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sahoo,Adil",10233,1,1,1,1,5,3,0,"57,975",0,20,ProductionTechnicianII,MA,2062,4/26/86,M ,Married,USCitizen,No,White,8/30/10,,N/A-StillEmployed,Active,Production       ,KelleySpirea,18,CareerBuilder,FullyMeets,4.1,3,0,1/10/19,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Salter,Jason",10229,0,2,1,5,3,3,0,"88,527",1,9,DataAnalyst,MA,2452,12/17/87,M ,Divorced,USCitizen,No,BlackorAfricanAmerican,1/5/15,10/31/15,hours,VoluntarilyTerminated,IT/IS,SimonRoup,4,LinkedIn,FullyMeets,4.2,3,5,4/20/15,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sander,Kamrin",10169,1,1,0,1,5,3,0,"56,147",0,19,ProductionTechnicianI,MA,2154,7/10/88,F,Married,USCitizen,No,BlackorAfricanAmerican,9/29/14,,N/A-StillEmployed,Active,Production       ,ElijiahGray,16,LinkedIn,FullyMeets,3.51,3,0,2/18/19,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sewkumar,Nori",10071,0,0,0,3,5,3,0,"50,923",0,19,ProductionTechnicianI,MA,2191,3/10/75,F,Single,USCitizen,No,Asian,9/30/13,,N/A-StillEmployed,Active,Production       ,WebsterButler,,GoogleSearch,FullyMeets,5,5,0,2/6/19,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shepard,Anita",10179,1,1,0,1,3,3,0,"50,750",0,15,NetworkEngineer,MA,1773,4/14/81,F,Married,USCitizen,No,White,9/30/14,,N/A-StillEmployed,Active,IT/IS,PeterMonroe,7,LinkedIn,FullyMeets,3.31,3,6,1/7/19,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shields,Seffi",10091,1,1,0,1,5,3,0,"52,087",0,19,ProductionTechnicianI,MA,2149,8/24/85,F,Married,USCitizen,No,White,8/19/13,,N/A-StillEmployed,Active,Production       ,AmyDunn,11,LinkedIn,FullyMeets,4.81,4,0,2/15/19,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Simard,Kramer",10178,1,1,1,1,3,3,0,"87,826",0,9,DataAnalyst,MA,2110,2/8/70,M ,Married,USCitizen,Yes,White,1/5/15,,N/A-StillEmployed,Active,IT/IS,SimonRoup,4,EmployeeReferral,FullyMeets,3.32,3,7,1/14/19,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Singh,Nan",10039,0,0,0,1,1,3,0,"51,920",0,2,AdministrativeAssistant,MA,2330,5/19/88,F,Single,USCitizen,No,White,5/1/15,,N/A-StillEmployed,Active,Admin Offices,BrandonR.LeBlanc,1,Website,FullyMeets,5,3,5,1/15/19,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sloan,Constance",10095,0,0,0,5,5,3,0,"63,878",1,20,ProductionTechnicianII,MA,1851,11/25/87,F,Single,USCitizen,No,White,10/26/09,4/8/15,maternityleave-didnotreturn,VoluntarilyTerminated,Production       ,MichaelAlbert,22,CareerBuilder,FullyMeets,4.68,4,0,4/2/15,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Smith,Joe",10027,0,0,1,1,5,4,0,"60,656",0,20,ProductionTechnicianII,MA,2045,10/30/63,M ,Single,USCitizen,No,White,9/29/14,,N/A-StillEmployed,Active,Production       ,ElijiahGray,16,Indeed,Exceeds,4.3,3,0,1/28/19,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Smith,John",10291,0,2,1,1,6,2,1,"72,992",0,21,SalesManager,MA,1886,8/16/84,M ,Divorced,USCitizen,No,BlackorAfricanAmerican,5/18/14,,N/A-StillEmployed,Active,Sales,DebraHoulihan,15,DiversityJobFair,NeedsImprovement,2.4,4,0,1/16/19,2,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Smith,LeighAnn",10153,1,1,0,5,1,3,1,"55,000",1,2,AdministrativeAssistant,MA,1844,6/14/87,F,Married,USCitizen,No,BlackorAfricanAmerican,9/26/11,9/25/13,careerchange,VoluntarilyTerminated,Admin Offices,BrandonR.LeBlanc,1,DiversityJobFair,FullyMeets,3.8,4,4,8/15/13,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Smith,Sade",10157,0,0,0,1,5,3,0,"58,939",0,19,ProductionTechnicianI,MA,2130,2/2/65,F,Single,USCitizen,No,White,11/11/13,,N/A-StillEmployed,Active,Production       ,KetsiaLiebig,19,EmployeeReferral,FullyMeets,3.73,3,0,1/24/19,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Soto,Julia",10119,1,1,0,1,3,3,0,"66,593",0,14,ITSupport,MA,2360,3/12/73,F,Married,USCitizen,No,BlackorAfricanAmerican,6/10/11,,N/A-StillEmployed,Active,IT/IS,EricDougall,6,LinkedIn,FullyMeets,4.3,3,5,2/8/19,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Soze,Keyser",10180,1,1,1,2,3,3,0,"87,565",0,28,Sr.NetworkEngineer,MA,1545,2/9/83,M ,Married,USCitizen,No,Asian,6/30/16,,N/A-StillEmployed,Active,IT/IS,PeterMonroe,7,LinkedIn,FullyMeets,3.27,4,5,1/14/19,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sparks,Taylor",10302,1,1,0,1,5,1,0,"64,021",0,19,ProductionTechnicianI,MA,2093,7/20/68,F,Married,USCitizen,No,White,2/20/12,,N/A-StillEmployed,Active,Production       ,BrannonMiller,12,Indeed,PIP,2.4,2,1,2/25/19,6,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Spirea,Kelley",10090,1,1,0,1,5,3,0,"65,714",0,18,ProductionManager,MA,2451,9/30/75,F,Married,USCitizen,No,White,10/2/12,,N/A-StillEmployed,Active,Production       ,JanetKing,2,LinkedIn,FullyMeets,4.83,5,0,2/14/19,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Squatrito,Kristen",10030,0,2,0,5,5,4,0,"62,425",1,19,ProductionTechnicianI,MA,2359,3/26/73,F,Divorced,USCitizen,No,White,5/13/13,6/29/15,unhappy,VoluntarilyTerminated,Production       ,DavidStanley,14,LinkedIn,Exceeds,4.1,4,0,3/2/15,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stanford,BarbaraM",10278,0,2,0,1,5,3,0,"47,961",0,19,ProductionTechnicianI,MA,2050,8/25/82,F,Divorced,USCitizen,No,Twoormoreraces,1/10/11,,N/A-StillEmployed,Active,Production       ,KissySullivan,20,GoogleSearch,FullyMeets,4.1,4,0,2/7/19,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stansfield,Norman",10307,1,1,1,1,6,1,0,"58,273",0,3,AreaSalesManager,NV,89139,5/9/74,M ,Married,USCitizen,No,White,5/12/14,,N/A-StillEmployed,Active,Sales,LynnDaneault,21,Website,PIP,1.81,2,0,1/17/19,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Steans,Tyrone",10147,0,0,1,1,1,3,0,"63,003",0,1,AccountantI,MA,2703,9/1/86,M ,Single,USCitizen,No,White,9/29/14,,N/A-StillEmployed,Active,Admin Offices,BrandonR.LeBlanc,1,Indeed,FullyMeets,3.9,5,5,1/18/19,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stoica,Rick",10266,1,1,1,1,5,3,0,"61,355",0,19,ProductionTechnicianI,MA,2301,3/14/85,M ,Married,USCitizen,No,Asian,2/17/14,,N/A-StillEmployed,Active,Production       ,KelleySpirea,18,LinkedIn,FullyMeets,4.7,3,0,1/11/19,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Strong,Caitrin",10241,1,1,0,1,6,3,0,"60,120",0,3,AreaSalesManager,MT,59102,5/12/89,F,Married,USCitizen,No,BlackorAfricanAmerican,9/27/10,,N/A-StillEmployed,Active,Sales,JohnSmith,17,Indeed,FullyMeets,4.1,4,0,1/31/19,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sullivan,Kissy",10158,1,1,0,1,5,3,0,"63,682",0,18,ProductionManager,MA,1776,3/28/78,F,Married,USCitizen,No,BlackorAfricanAmerican,1/8/09,,N/A-StillEmployed,Active,Production       ,JanetKing,2,Indeed,FullyMeets,3.73,4,0,1/24/19,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sullivan,Timothy",10117,1,1,1,1,5,3,0,"63,025",0,19,ProductionTechnicianI,MA,2747,10/7/82,M ,Married,USCitizen,Yes,White,1/5/15,,N/A-StillEmployed,Active,Production       ,MichaelAlbert,22,GoogleSearch,FullyMeets,4.36,5,0,1/24/19,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sutwell,Barbara",10209,0,0,0,1,5,3,0,"59,238",0,19,ProductionTechnicianI,MA,2718,8/15/68,F,Single,EligibleNonCitizen,No,Asian,5/14/12,,N/A-StillEmployed,Active,Production       ,ElijiahGray,16,Indeed,FullyMeets,3.4,5,0,1/31/19,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Szabo,Andrew",10024,0,0,1,1,4,4,0,"92,989",0,24,SoftwareEngineer,MA,2140,5/6/83,M ,Single,USCitizen,No,White,7/7/14,,N/A-StillEmployed,Active,Software Engineering,AlexSweetwater,10,LinkedIn,Exceeds,4.5,5,5,2/18/19,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tannen,Biff",10173,1,1,1,1,3,3,0,"90,100",0,4,BIDeveloper,MA,2134,10/24/87,M ,Married,USCitizen,No,White,4/20/17,,N/A-StillEmployed,Active,IT/IS,BrianChampaigne,13,Indeed,FullyMeets,3.4,3,6,1/2/19,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tavares,Desiree",10221,1,1,0,5,5,3,1,"60,754",1,19,ProductionTechnicianI,MA,1801,4/3/75,F,Married,Non-Citizen,No,BlackorAfricanAmerican,4/27/09,4/1/13,Anotherposition,VoluntarilyTerminated,Production       ,WebsterButler,39,DiversityJobFair,FullyMeets,4.5,5,0,2/15/12,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tejeda,Lenora",10146,1,1,0,5,5,3,0,"72,202",1,20,ProductionTechnicianII,MA,2129,5/24/53,F,Married,USCitizen,No,White,5/16/11,7/8/17,Anotherposition,VoluntarilyTerminated,Production       ,ElijiahGray,16,GoogleSearch,FullyMeets,3.93,3,0,4/18/17,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terry,Sharlene",10161,0,0,0,1,6,3,0,"58,370",0,3,AreaSalesManager,OR,97756,5/7/65,F,Single,USCitizen,No,BlackorAfricanAmerican,9/29/14,,N/A-StillEmployed,Active,Sales,LynnDaneault,21,Indeed,FullyMeets,3.69,3,0,1/28/19,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Theamstern,Sophia",10141,0,0,0,5,5,3,0,"48,413",1,19,ProductionTechnicianI,MA,2066,5/9/65,F,Single,USCitizen,No,White,7/5/11,9/5/16,returntoschool,VoluntarilyTerminated,Production       ,AmyDunn,11,Indeed,FullyMeets,3.98,4,0,3/2/16,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thibaud,Kenneth",10268,0,4,1,5,5,3,0,"67,176",1,20,ProductionTechnicianII,MA,2472,9/16/75,M ,Widowed,USCitizen,No,White,6/25/07,8/30/10,military,VoluntarilyTerminated,Production       ,WebsterButler,39,Other,FullyMeets,4.1,4,0,7/14/10,0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tippett,Jeanette",10123,0,2,0,1,5,3,0,"56,339",0,19,ProductionTechnicianI,MA,2093,6/5/67,F,Divorced,USCitizen,No,BlackorAfricanAmerican,2/18/13,,N/A-StillEmployed,Active,Production       ,BrannonMiller,12,Indeed,FullyMeets,4.21,5,0,1/14/19,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Torrence,Jack",10013,0,3,1,1,6,4,0,"64,397",0,3,AreaSalesManager,ND,58782,1/15/68,M ,Separated,USCitizen,No,White,1/9/06,,N/A-StillEmployed,Active,Sales,LynnDaneault,21,Indeed,Exceeds,4.1,3,0,1/4/19,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trang,Mei",10287,0,0,0,1,5,2,0,"63,025",0,19,ProductionTechnicianI,MA,2021,5/16/83,F,Single,USCitizen,No,White,2/17/14,,N/A-StillEmployed,Active,Production       ,DavidStanley,14,LinkedIn,NeedsImprovement,2.44,5,0,2/11/19,4,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tredinnick,Neville",10044,1,1,1,5,3,3,0,"75,281",1,15,NetworkEngineer,MA,1420,5/5/88,M ,Married,USCitizen,No,White,1/5/15,2/12/16,medicalissues,VoluntarilyTerminated,IT/IS,PeterMonroe,7,CareerBuilder,FullyMeets,5,3,5,4/15/15,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"True,Edward",10102,0,0,1,5,4,3,1,"100,416",1,24,SoftwareEngineer,MA,2451,6/14/83,M ,Single,Non-Citizen,No,BlackorAfricanAmerican,2/18/13,4/15/18,medicalissues,VoluntarilyTerminated,Software Engineering,AlexSweetwater,10,DiversityJobFair,FullyMeets,4.6,3,4,2/12/17,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trzeciak,Cybil",10270,0,0,0,5,5,3,0,"74,813",1,20,ProductionTechnicianII,MA,1778,3/15/85,F,Single,USCitizen,No,White,1/10/11,7/2/14,unhappy,VoluntarilyTerminated,Production       ,AmyDunn,11,LinkedIn,FullyMeets,4.4,3,0,1/5/14,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
